"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","source","Outlet_Years","Item_Type_New"
"FDV57",15.25,"Regular",0.065841719,"Snack Foods",179.866,"OUT013",1987,"High","Tier 3","Supermarket Type1",2696.49,"train",26,"Food"
"FDB02",9.695,"Regular",0.029158763,"Canned",174.537,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1235.059,"train",9,"Food"
"FDD16",20.5,"Low Fat",0.063649582,"Frozen Foods",74.7696,"OUT019",1985,"Small","Tier 1","Grocery Store",74.5696,"train",28,"Food"
"FDX02",16,"Low Fat",0.05706009,"Dairy",225.0404,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4950.8888,"train",16,"Food"
"FDP11",15.85,"Low Fat",0.11566015,"Breads",218.3166,"OUT010",1998,"Small","Tier 3","Grocery Store",435.4332,"train",15,"Food"
"FDH32",12.8,"Low Fat",0.075691713,"Fruits and Vegetables",98.241,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2220.443,"train",28,"Food"
"NCL18",18.85,"Low Fat",0.167844438,"Household",193.9136,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3110.6176,"train",14,"Non-Consumable"
"FDT12",6.215,"Regular",0.049722335,"Baking Goods",224.5062,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4514.124,"train",11,"Food"
"FDD50",18.85,"Low Fat",0.14095631,"Canned",167.7132,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3889.6036,"train",28,"Food"
"NCU05",11.8,"Low Fat",0.058827557,"Health and Hygiene",80.8618,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1288.9888,"train",14,"Non-Consumable"
"FDI56",7.325,"Low Fat",0.093765794,"Fruits and Vegetables",90.3146,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1733.0774,"train",4,"Food"
"DRL11",10.5,"Low Fat",0.048092816,"Hard Drinks",159.2946,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1893.5352,"train",14,"Drinks"
"FDQ08",15.7,"Regular",0.018968743,"Fruits and Vegetables",61.9536,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1225.072,"train",11,"Food"
"FDW20",20.75,"Low Fat",0.024032484,"Fruits and Vegetables",124.973,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2463.46,"train",28,"Food"
"FDW46",13,"Regular",0.070444232,"Snack Foods",63.4484,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1043.9744,"train",11,"Food"
"FDO09",13.5,"Regular",0.125469442,"Snack Foods",264.491,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",6574.775,"train",14,"Food"
"DRJ49",6.865,"Low Fat",0.01405025,"Soft Drinks",128.9652,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1679.1476,"train",4,"Drinks"
"FDP26",7.785,"Low Fat",0.139436695,"Dairy",103.0306,"OUT013",1987,"High","Tier 3","Supermarket Type1",2404.2038,"train",26,"Food"
"FDO19",17.7,"Regular",0.016593506,"Fruits and Vegetables",46.9034,"OUT035",2004,"Small","Tier 2","Supermarket Type1",972.068,"train",9,"Food"
"NCG43",20.2,"Low Fat",0.124261614,"Household",93.6462,"OUT010",1998,"Small","Tier 3","Grocery Store",277.6386,"train",15,"Non-Consumable"
"FDG02",7.855,"Low Fat",0.011261165,"Canned",189.5188,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1904.188,"train",16,"Food"
"FDO32",6.36,"Low Fat",0.120520818,"Fruits and Vegetables",45.906,"OUT035",2004,"Small","Tier 2","Supermarket Type1",419.454,"train",9,"Food"
"FDR34",17,"Regular",0.015965308,"Snack Foods",229.4352,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4809.7392,"train",16,"Food"
"FDU59",5.78,"Low Fat",0.096386227,"Breads",163.5552,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1787.0072,"train",16,"Food"
"FDN31",11.5,"Low Fat",0.073029341,"Fruits and Vegetables",187.953,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2656.542,"train",11,"Food"
"FDT55",13.6,"Regular",0.043443753,"Fruits and Vegetables",158.1946,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6942.9624,"train",28,"Food"
"FDE08",18.2,"Low Fat",0.049520593,"Fruits and Vegetables",147.3734,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2375.5744,"train",4,"Food"
"FDK52",18.25,"Low Fat",0.079152918,"Frozen Foods",223.8062,"OUT013",1987,"High","Tier 3","Supermarket Type1",4288.4178,"train",26,"Food"
"FDW11",12.6,"Low Fat",0.048741487,"Breads",60.4194,"OUT013",1987,"High","Tier 3","Supermarket Type1",990.7104,"train",26,"Food"
"FDC03",8.575,"Regular",0.071958197,"Dairy",195.3794,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3511.4292,"train",14,"Food"
"FDR43",18.2,"Low Fat",0.162147349,"Fruits and Vegetables",37.719,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",549.285,"train",4,"Food"
"FDL14",8.115,"Regular",0.05382735,"Canned",155.2972,"OUT010",1998,"Small","Tier 3","Grocery Store",311.5944,"train",15,"Food"
"FDP39",12.65,"Low Fat",0.069565759,"Meat",52.4324,"OUT045",2002,"Small","Tier 2","Supermarket Type1",571.2564,"train",11,"Food"
"FDG29",17.6,"Low Fat",0.056019324,"Frozen Foods",40.0454,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",419.454,"train",28,"Food"
"DRH15",8.775,"Low Fat",0.109911272,"Dairy",41.9428,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1537.998,"train",16,"Drinks"
"FDT11",5.94,"Regular",0.029366813,"Breads",187.7556,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3755.112,"train",9,"Food"
"FDU48",18.85,"Low Fat",0.055347985,"Baking Goods",131.5284,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1581.9408,"train",9,"Food"
"FDY12",9.8,"Regular",0.1356,"Baking Goods",49.2008,"OUT013",1987,"High","Tier 3","Supermarket Type1",657.8104,"train",26,"Food"
"FDS44",12.65,"Regular",0.156926608,"Fruits and Vegetables",238.3538,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5528.1374,"train",6,"Food"
"NCP06",20.7,"Low Fat",0.039405676,"Household",149.8366,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2267.049,"train",4,"Non-Consumable"
"DRH23",14.65,"Low Fat",0.170176516,"Hard Drinks",55.2614,"OUT013",1987,"High","Tier 3","Supermarket Type1",718.3982,"train",26,"Drinks"
"FDA16",6.695,"Low Fat",0.033777629,"Frozen Foods",222.8456,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7073.4592,"train",28,"Food"
"FDT45",15.85,"Low Fat",0.057546914,"Snack Foods",55.8956,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",491.3604,"train",4,"Food"
"FDE56",17.25,"Regular",0.160095901,"Fruits and Vegetables",61.5194,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1052.6298,"train",6,"Food"
"FDA40",16,"Regular",0.099832728,"Frozen Foods",87.4856,"OUT017",2007,"Small","Tier 2","Supermarket Type1",263.6568,"train",6,"Food"
"FDA39",6.32,"Low Fat",0.012717946,"Meat",40.2822,"OUT046",1997,"Small","Tier 1","Supermarket Type1",628.5152,"train",16,"Food"
"NCB19",6.525,"Low Fat",0.090278634,"Household",86.7882,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1975.4286,"train",9,"Non-Consumable"
"FDZ34",6.695,"Low Fat",0.0665,"Starchy Foods",191.882,"OUT013",1987,"High","Tier 3","Supermarket Type1",3861.64,"train",26,"Food"
"FDV22",14.85,"Regular",0.009958941,"Snack Foods",157.963,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2816.334,"train",11,"Food"
"FDO40",17.1,"Low Fat",0.032678839,"Frozen Foods",150.7392,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3131.9232,"train",14,"Food"
"FDD21",10.3,"Regular",0.0229,"Fruits and Vegetables",115.0176,"OUT013",1987,"High","Tier 3","Supermarket Type1",4122.6336,"train",26,"Food"
"FDO36",19.7,"Low Fat",0.077849003,"Baking Goods",179.166,"OUT013",1987,"High","Tier 3","Supermarket Type1",3056.022,"train",26,"Food"
"FDV34",10.695,"Regular",0.011443222,"Snack Foods",73.5038,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1478.076,"train",14,"Food"
"NCY18",7.285,"Low Fat",0.031214809,"Household",177.1054,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2626.581,"train",11,"Non-Consumable"
"NCM54",17.7,"Low Fat",0.051146565,"Household",127.3678,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3306.3628,"train",4,"Non-Consumable"
"FDB59",18.25,"Low Fat",0.015302653,"Snack Foods",198.0084,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",793.6336,"train",14,"Food"
"FDS45",5.175,"Regular",0.04937018,"Snack Foods",106.7622,"OUT010",1998,"Small","Tier 3","Grocery Store",211.7244,"train",15,"Food"
"FDV24",5.635,"Low Fat",0.0881,"Baking Goods",148.705,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1198.44,"train",14,"Food"
"FDD46",6.035,"Low Fat",0.236433601,"Snack Foods",155.5998,"OUT010",1998,"Small","Tier 3","Grocery Store",153.7998,"train",15,"Food"
"FDQ39",14.8,"Low Fat",0.081372267,"Meat",191.4846,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3057.3536,"train",4,"Food"
"FDD52",18.25,"Regular",0.18329488,"Dairy",111.657,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1537.998,"train",16,"Food"
"FDL39",16.1,"Regular",0.06358934,"Dairy",179.4318,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",360.8636,"train",4,"Food"
"FDV02",16.75,"Low Fat",0.060792265,"Dairy",170.4106,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",513.3318,"train",4,"Food"
"FDE11",17.7,"Regular",0.1274,"Starchy Foods",184.3924,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4257.1252,"train",16,"Food"
"NCU54",8.88,"Low Fat",0.098775709,"Household",208.927,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",7130.718,"train",14,"Non-Consumable"
"FDR43",18.2,"Low Fat",0.270300331,"Fruits and Vegetables",38.319,"OUT010",1998,"Small","Tier 3","Grocery Store",109.857,"train",15,"Food"
"FDD51",11.15,"Low Fat",0.119852889,"Dairy",44.9744,"OUT013",1987,"High","Tier 3","Supermarket Type1",498.0184,"train",26,"Food"
"FDO60",20,"Low Fat",0.034563936,"Baking Goods",45.3086,"OUT017",2007,"Small","Tier 2","Supermarket Type1",490.6946,"train",6,"Food"
"NCS06",7.935,"Low Fat",0.031710329,"Household",263.091,"OUT013",1987,"High","Tier 3","Supermarket Type1",5522.811,"train",26,"Non-Consumable"
"FDX50",20.1,"Low Fat",0.074778547,"Dairy",110.7228,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1657.842,"train",11,"Food"
"FDQ55",13.65,"Regular",0.013035609,"Fruits and Vegetables",114.7834,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3455.502,"train",9,"Food"
"FDL52",6.635,"Regular",0.046277956,"Frozen Foods",36.7506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",75.9012,"train",4,"Food"
"FDK52",18.25,"Low Fat",0.0793795,"Frozen Foods",226.1062,"OUT045",2002,"Small","Tier 2","Supermarket Type1",6771.186,"train",11,"Food"
"NCO02",11.15,"Low Fat",0.073783159,"Others",66.0142,"OUT017",2007,"Small","Tier 2","Supermarket Type1",988.713,"train",6,"Non-Consumable"
"NCO30",19.5,"Low Fat",0.01572192,"Household",185.6608,"OUT035",2004,"Small","Tier 2","Supermarket Type1",918.804,"train",9,"Non-Consumable"
"FDA33",6.48,"Low Fat",0.033952603,"Snack Foods",148.2076,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3399.5748,"train",14,"Food"
"FDB12",11.15,"Regular",0.105220024,"Baking Goods",102.7648,"OUT013",1987,"High","Tier 3","Supermarket Type1",1142.5128,"train",26,"Food"
"FDT40",5.985,"Low Fat",0.095715608,"Frozen Foods",125.8678,"OUT013",1987,"High","Tier 3","Supermarket Type1",3560.6984,"train",26,"Food"
"NCO05",7.27,"Low Fat",0.046822808,"Health and Hygiene",99.3384,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2759.0752,"train",6,"Non-Consumable"
"FDR32",6.78,"Regular",0.074,"Fruits and Vegetables",227.5694,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3653.9104,"train",14,"Food"
"FDM04",9.195,"Regular",0.04731256,"Frozen Foods",50.7666,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",512.666,"train",4,"Food"
"DRL01",19.5,"Regular",0.077108099,"Soft Drinks",232.8958,"OUT013",1987,"High","Tier 3","Supermarket Type1",5608.6992,"train",26,"Drinks"
"FDQ56",6.59,"Low Fat",0.106027474,"Fruits and Vegetables",83.9908,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1426.1436,"train",4,"Food"
"FDH08",7.51,"Low Fat",0.01742908,"Fruits and Vegetables",229.601,"OUT046",1997,"Small","Tier 1","Supermarket Type1",6201.927,"train",16,"Food"
"NCQ06",13,"Low Fat",0.073229342,"Household",254.1014,"OUT019",1985,"Small","Tier 1","Grocery Store",255.0014,"train",28,"Non-Consumable"
"FDG16",15.25,"Low Fat",0.157257637,"Frozen Foods",215.0192,"OUT019",1985,"Small","Tier 1","Grocery Store",1078.596,"train",28,"Food"
"FDZ40",8.935,"Low Fat",0.039988162,"Frozen Foods",55.7298,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1024.6662,"train",28,"Food"
"FDY51",12.5,"Low Fat",0.081119484,"Meat",220.0798,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1322.2788,"train",9,"Food"
"NCN41",17,"Low Fat",0.052421981,"Health and Hygiene",123.773,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1231.73,"train",4,"Non-Consumable"
"NCM17",7.93,"Low Fat",0.070791391,"Health and Hygiene",46.4086,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2007.387,"train",28,"Non-Consumable"
"FDP39",12.65,"Low Fat",0.069817659,"Meat",53.5324,"OUT017",2007,"Small","Tier 2","Supermarket Type1",830.9184,"train",6,"Food"
"FDZ08",12.5,"Regular",0.109971578,"Fruits and Vegetables",82.7592,"OUT035",2004,"Small","Tier 2","Supermarket Type1",577.9144,"train",9,"Food"
"FDU03",18.7,"Regular",0.091950972,"Meat",184.2292,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1277.0044,"train",4,"Food"
"FDZ49",11,"Regular",0.133145617,"Canned",218.4798,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2203.798,"train",16,"Food"
"NCX30",16.7,"Low Fat",0.046609281,"Household",248.6776,"OUT019",1985,"Small","Tier 1","Grocery Store",495.3552,"train",28,"Non-Consumable"
"FDV08",7.35,"Low Fat",0.028652919,"Fruits and Vegetables",40.5454,"OUT045",2002,"Small","Tier 2","Supermarket Type1",545.2902,"train",11,"Food"
"FDB15",10.895,"Low Fat",0.136696892,"Dairy",264.5568,"OUT013",1987,"High","Tier 3","Supermarket Type1",5536.7928,"train",26,"Food"
"FDY49",17.2,"Regular",0.012002075,"Canned",165.3184,"OUT013",1987,"High","Tier 3","Supermarket Type1",990.7104,"train",26,"Food"
"FDF24",15.5,"Regular",0.025513973,"Baking Goods",83.7934,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1474.0812,"train",6,"Food"
"DRK47",7.905,"Low Fat",0.064194304,"Hard Drinks",229.4694,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2055.3246,"train",11,"Drinks"
"DRD37",9.8,"Low Fat",0.013920032,"Soft Drinks",45.006,"OUT017",2007,"Small","Tier 2","Supermarket Type1",792.302,"train",6,"Drinks"
"FDH40",11.6,"Regular",0.079251097,"Frozen Foods",79.2276,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",649.8208,"train",4,"Food"
"FDL12",15.85,"Regular",0.121043709,"Baking Goods",59.422,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1078.596,"train",28,"Food"
"FDW11",12.6,"Low Fat",0.048545853,"Breads",60.1194,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1114.5492,"train",28,"Food"
"NCE06",5.825,"Low Fat",0.091467933,"Household",159.7894,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1294.3152,"train",9,"Non-Consumable"
"FDF32",16.35,"Low Fat",0.0581,"Fruits and Vegetables",196.3426,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1384.1982,"train",4,"Food"
"DRI47",14.7,"Low Fat",0.020916223,"Hard Drinks",141.8128,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1869.5664,"train",9,"Drinks"
"DRA12",11.6,"Low Fat",0.0349,"Soft Drinks",141.9154,"OUT035",2004,"Small","Tier 2","Supermarket Type1",992.7078,"train",9,"Drinks"
"FDX45",16.75,"Low Fat",0.104768536,"Snack Foods",155.163,"OUT013",1987,"High","Tier 3","Supermarket Type1",2972.797,"train",26,"Food"
"FDR35",12.5,"Low Fat",0.020680499,"Breads",197.2742,"OUT013",1987,"High","Tier 3","Supermarket Type1",2587.9646,"train",26,"Food"
"FDK03",12.6,"Regular",0.123727659,"Dairy",253.0356,"OUT010",1998,"Small","Tier 3","Grocery Store",254.3356,"train",15,"Food"
"NCJ18",12.35,"Low Fat",0.163805509,"Household",117.6124,"OUT013",1987,"High","Tier 3","Supermarket Type1",3910.9092,"train",26,"Non-Consumable"
"FDN48",13.35,"Low Fat",0.065082452,"Baking Goods",93.0804,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2113.2492,"train",11,"Food"
"FDZ59",6.63,"Regular",0.182128363,"Baking Goods",165.65,"OUT019",1985,"Small","Tier 1","Grocery Store",665.8,"train",28,"Food"
"FDB57",20.25,"Regular",0.01871404,"Fruits and Vegetables",223.4772,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7116.0704,"train",28,"Food"
"DRP35",18.85,"Low Fat",0.159096908,"Hard Drinks",129.3336,"OUT019",1985,"Small","Tier 1","Grocery Store",127.8336,"train",28,"Drinks"
"FDZ59",6.63,"Regular",0.103935018,"Baking Goods",166.85,"OUT013",1987,"High","Tier 3","Supermarket Type1",5326.4,"train",26,"Food"
"FDU58",6.61,"Regular",0.029129907,"Snack Foods",188.4898,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4677.245,"train",4,"Food"
"FDL09",19.6,"Regular",0.128011859,"Snack Foods",166.8816,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1845.5976,"train",9,"Food"
"FDY38",13.6,"Regular",0.119850541,"Dairy",234.53,"OUT017",2007,"Small","Tier 2","Supermarket Type1",6524.84,"train",6,"Food"
"FDI46",9.5,"Low Fat",0.073985248,"Snack Foods",252.5724,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3271.7412,"train",28,"Food"
"FDL03",19.25,"Regular",0.027233781,"Meat",197.511,"OUT017",2007,"Small","Tier 2","Supermarket Type1",982.055,"train",6,"Food"
"DRC25",5.73,"Low Fat",0.079440262,"Soft Drinks",86.7882,"OUT019",1985,"Small","Tier 1","Grocery Store",85.8882,"train",28,"Drinks"
"FDU60",20,"Regular",0.060022526,"Baking Goods",168.7132,"OUT045",2002,"Small","Tier 2","Supermarket Type1",6426.3016,"train",11,"Food"
"FDP25",15.2,"Low Fat",0.02110482,"Canned",217.0824,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6769.8544,"train",28,"Food"
"FDO57",20.75,"Low Fat",0.181958524,"Snack Foods",161.0578,"OUT010",1998,"Small","Tier 3","Grocery Store",481.3734,"train",15,"Food"
"FDQ09",7.235,"Low Fat",0.058222587,"Snack Foods",114.8834,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3340.3186,"train",14,"Food"
"NCY05",13.5,"Low Fat",0.054723717,"Health and Hygiene",36.6874,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1058.622,"train",28,"Non-Consumable"
"FDA20",6.78,"Low Fat",0.066724663,"Fruits and Vegetables",187.724,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1491.392,"train",14,"Food"
"FDF16",7.3,"Low Fat",0.144167934,"Frozen Foods",146.3076,"OUT010",1998,"Small","Tier 3","Grocery Store",886.8456,"train",15,"Food"
"NCG07",12.3,"Low Fat",0.052458358,"Household",188.753,"OUT013",1987,"High","Tier 3","Supermarket Type1",3795.06,"train",26,"Non-Consumable"
"FDR46",16.85,"Low Fat",0.139985583,"Snack Foods",145.276,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2490.092,"train",4,"Food"
"FDP22",14.65,"Regular",0.099286298,"Snack Foods",49.8666,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",563.9326,"train",14,"Food"
"FDL45",15.6,"Low Fat",0.037680711,"Snack Foods",123.7704,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3129.26,"train",9,"Food"
"NCF42",17.35,"Low Fat",0.168064909,"Household",176.2712,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1230.3984,"train",4,"Non-Consumable"
"FDD04",16,"Low Fat",0.090111173,"Dairy",141.3154,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3261.7542,"train",14,"Food"
"FDC45",17,"Low Fat",0.136286138,"Fruits and Vegetables",170.9106,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1197.7742,"train",4,"Food"
"FDI40",11.5,"Regular",0.125857678,"Frozen Foods",100.5358,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2111.2518,"train",11,"Food"
"FDQ11",5.695,"Regular",0.067700925,"Breads",256.5988,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2055.9904,"train",16,"Food"
"DRM48",15.2,"Low Fat",0.112896669,"Soft Drinks",36.0848,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1193.1136,"train",16,"Drinks"
"FDS12",9.1,"Low Fat",0.173973652,"Baking Goods",126.5362,"OUT013",1987,"High","Tier 3","Supermarket Type1",1761.7068,"train",26,"Food"
"FDR46",16.85,"Low Fat",0.1454,"Snack Foods",146.076,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2636.568,"train",6,"Food"
"NCO02",11.15,"Low Fat",0.073516952,"Others",65.9142,"OUT045",2002,"Small","Tier 2","Supermarket Type1",790.9704,"train",11,"Non-Consumable"
"FDQ52",17,"Low Fat",0.119285634,"Frozen Foods",247.4434,"OUT013",1987,"High","Tier 3","Supermarket Type1",2980.1208,"train",26,"Food"
"FDY28",7.47,"Regular",0.153011599,"Frozen Foods",215.2218,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3419.5488,"train",6,"Food"
"FDE32",20.7,"Low Fat",0.04875891,"Fruits and Vegetables",37.3506,"OUT046",1997,"Small","Tier 1","Supermarket Type1",834.9132,"train",16,"Food"
"FDJ58",15.6,"Regular",0.105276162,"Snack Foods",173.2764,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3779.0808,"train",9,"Food"
"FDJ27",17.7,"Regular",0.122123201,"Meat",100.7674,"OUT045",2002,"Small","Tier 2","Supermarket Type1",814.9392,"train",11,"Food"
"NCM18",13,"Low Fat",0.082970667,"Household",60.0194,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1114.5492,"train",14,"Non-Consumable"
"FDA02",14,"Regular",0.029782937,"Dairy",146.3786,"OUT045",2002,"Small","Tier 2","Supermarket Type1",866.8716,"train",11,"Food"
"FDT26",18.85,"Regular",0.067953506,"Dairy",119.044,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2396.88,"train",16,"Food"
